indicator,Country Code,Country Name,year,value
GOV_WGI_PV_EST,AFG,Afghanistan,2020,-2.5896897
GOV_WGI_PV_EST,MLI,Mali,2023,-2.5578431
GOV_WGI_PV_EST,SOM,"Somalia, Fed. Rep.",2021,-2.60696149999999
GOV_WGI_PV_EST,YEM,"Yemen, Rep.",2020,-2.65635899999999
GOV_WGI_PV_EST,YEM,"Yemen, Rep.",2021,-2.6676713
GOV_WGI_PV_EST,YEM,"Yemen, Rep.",2022,-2.61245769999999
GOV_WGI_PV_EST,YEM,"Yemen, Rep.",2023,-2.6264387
GOV_WGI_PV_EST,YEM,"Yemen, Rep.",2024,-2.7505641
